datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,year,month,day,wday,hour,registered_prevPred_4,registered_prevPred_3,registered_prevPred_2,registered_prevPred_1,casual_prevPred_4,casual_prevPred_3,casual_prevPred_2,casual_prevPred_1,count_prevPred_4,count_prevPred_3,count_prevPred_2,count_prevPred_1
2011-04-13 09:00:00,2,1,2,2,15.58,19.695,94,15.0013,1.09861228866811,4.15888308335967,4.18965474202643,2011,4,13,4,9,1.6094379124341,3.52636052461616,4.21950770517611,5.06890420222023,0.693147180559945,0.693147180559945,1.38629436111989,1.94591014905531,1.79175946922805,3.55534806148941,4.26267987704132,5.10594547390058
2011-04-13 10:00:00,2,1,2,2,16.4,20.455,87,12.998,1.6094379124341,3.76120011569356,3.85014760171006,2011,4,13,4,10,3.52636052461616,4.21950770517611,5.06890420222023,4.15888308335967,0.693147180559945,1.38629436111989,1.94591014905531,1.09861228866811,3.55534806148941,4.26267987704132,5.10594547390058,4.18965474202643
2011-04-13 11:00:00,2,1,2,2,17.22,21.21,82,12.998,1.6094379124341,4.06044301054642,4.12713438504509,2011,4,13,4,11,4.21950770517611,5.06890420222023,4.15888308335967,3.76120011569356,1.38629436111989,1.94591014905531,1.09861228866811,1.6094379124341,4.26267987704132,5.10594547390058,4.18965474202643,3.85014760171006
2011-04-13 12:00:00,2,1,2,3,17.22,21.21,82,16.9979,2.56494935746154,4.43081679884331,4.56434819146784,2011,4,13,4,12,5.06890420222023,4.15888308335967,3.76120011569356,4.06044301054642,1.94591014905531,1.09861228866811,1.6094379124341,1.6094379124341,5.10594547390058,4.18965474202643,3.85014760171006,4.12713438504509
2011-04-13 13:00:00,2,1,2,2,18.04,21.97,77,12.998,1.94591014905531,4.02535169073515,4.12713438504509,2011,4,13,4,13,4.15888308335967,3.76120011569356,4.06044301054642,4.43081679884331,1.09861228866811,1.6094379124341,1.6094379124341,2.56494935746154,4.18965474202643,3.85014760171006,4.12713438504509,4.56434819146784
2011-04-13 14:00:00,2,1,2,2,17.22,21.21,77,16.9979,3.2188758248682,4.4188406077966,4.67282883446191,2011,4,13,4,14,3.76120011569356,4.06044301054642,4.43081679884331,4.02535169073515,1.6094379124341,1.6094379124341,2.56494935746154,1.94591014905531,3.85014760171006,4.12713438504509,4.56434819146784,4.12713438504509
2011-04-13 15:00:00,2,1,2,2,18.04,21.97,72,19.0012,2.56494935746154,4.24849524204936,4.40671924726425,2011,4,13,4,15,4.06044301054642,4.43081679884331,4.02535169073515,4.4188406077966,1.6094379124341,2.56494935746154,1.94591014905531,3.2188758248682,4.12713438504509,4.56434819146784,4.12713438504509,4.67282883446191
2011-04-13 16:00:00,2,1,2,1,18.86,22.725,67,19.0012,3.17805383034795,4.78749174278205,4.96284463025991,2011,4,13,4,16,4.43081679884331,4.02535169073515,4.4188406077966,4.24849524204936,2.56494935746154,1.94591014905531,3.2188758248682,2.56494935746154,4.56434819146784,4.12713438504509,4.67282883446191,4.40671924726425
2011-04-13 17:00:00,2,1,2,1,18.86,22.725,67,19.9995,3.25809653802148,5.65248918026865,5.73657229747919,2011,4,13,4,17,4.02535169073515,4.4188406077966,4.24849524204936,4.78749174278205,1.94591014905531,3.2188758248682,2.56494935746154,3.17805383034795,4.12713438504509,4.67282883446191,4.40671924726425,4.96284463025991
2011-04-13 18:00:00,2,1,2,1,18.04,21.97,62,26.0027,3.36729582998647,5.68357976733868,5.77455154554441,2011,4,13,4,18,4.4188406077966,4.24849524204936,4.78749174278205,5.65248918026865,3.2188758248682,2.56494935746154,3.17805383034795,3.25809653802148,4.67282883446191,4.40671924726425,4.96284463025991,5.73657229747919
2011-04-13 19:00:00,2,1,2,1,18.04,21.97,62,16.9979,2.77258872223978,5.08140436498446,5.17048399503815,2011,4,13,4,19,4.24849524204936,4.78749174278205,5.65248918026865,5.68357976733868,2.56494935746154,3.17805383034795,3.25809653802148,3.36729582998647,4.40671924726425,4.96284463025991,5.73657229747919,5.77455154554441
2011-04-13 20:00:00,2,1,2,1,18.04,21.97,62,16.9979,2.07944154167984,4.78749174278205,4.84418708645859,2011,4,13,4,20,4.78749174278205,5.65248918026865,5.68357976733868,5.08140436498446,3.17805383034795,3.25809653802148,3.36729582998647,2.77258872223978,4.96284463025991,5.73657229747919,5.77455154554441,5.17048399503815
2011-04-13 21:00:00,2,1,2,1,17.22,21.21,67,11.0014,2.89037175789616,4.61512051684126,4.77068462446567,2011,4,13,4,21,5.65248918026865,5.68357976733868,5.08140436498446,4.78749174278205,3.25809653802148,3.36729582998647,2.77258872223978,2.07944154167984,5.73657229747919,5.77455154554441,5.17048399503815,4.84418708645859
2011-04-13 22:00:00,2,1,2,1,17.22,21.21,67,12.998,2.39789527279837,4.49980967033027,4.60517018598809,2011,4,13,4,22,5.68357976733868,5.08140436498446,4.78749174278205,4.61512051684126,3.36729582998647,2.77258872223978,2.07944154167984,2.89037175789616,5.77455154554441,5.17048399503815,4.84418708645859,4.77068462446567
2011-04-13 23:00:00,2,1,2,1,16.4,20.455,71,8.9981,1.79175946922805,4.06044301054642,4.14313472639153,2011,4,13,4,23,5.08140436498446,4.78749174278205,4.61512051684126,4.49980967033027,2.77258872223978,2.07944154167984,2.89037175789616,2.39789527279837,5.17048399503815,4.84418708645859,4.77068462446567,4.60517018598809
2011-04-14 00:00:00,2,1,2,1,15.58,19.695,76,8.9981,1.38629436111989,2.94443897916644,3.09104245335832,2011,4,14,5,0,4.78749174278205,4.61512051684126,4.49980967033027,4.06044301054642,2.07944154167984,2.89037175789616,2.39789527279837,1.79175946922805,4.84418708645859,4.77068462446567,4.60517018598809,4.14313472639153
2011-04-14 01:00:00,2,1,2,1,15.58,19.695,76,15.0013,0.693147180559945,2.30258509299405,2.39789527279837,2011,4,14,5,1,4.61512051684126,4.49980967033027,4.06044301054642,2.94443897916644,2.89037175789616,2.39789527279837,1.79175946922805,1.38629436111989,4.77068462446567,4.60517018598809,4.14313472639153,3.09104245335832
2011-04-14 02:00:00,2,1,2,1,14.76,17.425,76,8.9981,0,1.38629436111989,1.38629436111989,2011,4,14,5,2,4.49980967033027,4.06044301054642,2.94443897916644,2.30258509299405,2.39789527279837,1.79175946922805,1.38629436111989,0.693147180559945,4.60517018598809,4.14313472639153,3.09104245335832,2.39789527279837
2011-04-14 03:00:00,2,1,2,1,13.94,16.665,81,8.9981,0,1.09861228866811,1.09861228866811,2011,4,14,5,3,4.06044301054642,2.94443897916644,2.30258509299405,1.38629436111989,1.79175946922805,1.38629436111989,0.693147180559945,0,4.14313472639153,3.09104245335832,2.39789527279837,1.38629436111989
2011-04-14 04:00:00,2,1,2,1,13.94,18.18,76,0,0.693147180559945,2.19722457733622,2.30258509299405,2011,4,14,5,4,2.94443897916644,2.30258509299405,1.38629436111989,1.09861228866811,1.38629436111989,0.693147180559945,0,0,3.09104245335832,2.39789527279837,1.38629436111989,1.09861228866811
2011-04-14 05:00:00,2,1,2,1,13.94,17.425,76,6.0032,1.09861228866811,2.56494935746154,2.70805020110221,2011,4,14,5,5,2.30258509299405,1.38629436111989,1.09861228866811,2.19722457733622,0.693147180559945,0,0,0.693147180559945,2.39789527279837,1.38629436111989,1.09861228866811,2.30258509299405
2011-04-14 06:00:00,2,1,2,1,13.94,17.425,76,7.0015,1.6094379124341,4.20469261939097,4.26267987704132,2011,4,14,5,6,1.38629436111989,1.09861228866811,2.19722457733622,2.56494935746154,0,0,0.693147180559945,1.09861228866811,1.38629436111989,1.09861228866811,2.30258509299405,2.70805020110221
2011-04-14 07:00:00,2,1,2,1,15.58,19.695,66,0,2.484906649788,5.20948615284142,5.26785815906333,2011,4,14,5,7,1.09861228866811,2.19722457733622,2.56494935746154,4.20469261939097,0,0.693147180559945,1.09861228866811,1.6094379124341,1.09861228866811,2.30258509299405,2.70805020110221,4.26267987704132
2011-04-14 08:00:00,2,1,2,1,17.22,21.21,58,11.0014,3.09104245335832,5.75890177387728,5.82304589548302,2011,4,14,5,8,2.19722457733622,2.56494935746154,4.20469261939097,5.20948615284142,0.693147180559945,1.09861228866811,1.6094379124341,2.484906649788,2.30258509299405,2.70805020110221,4.26267987704132,5.26785815906333
2011-04-14 09:00:00,2,1,2,1,18.86,22.725,51,8.9981,2.94443897916644,5.03043792139244,5.14166355650266,2011,4,14,5,9,2.56494935746154,4.20469261939097,5.20948615284142,5.75890177387728,1.09861228866811,1.6094379124341,2.484906649788,3.09104245335832,2.70805020110221,4.26267987704132,5.26785815906333,5.82304589548302
2011-04-14 10:00:00,2,1,2,1,20.5,24.24,51,12.998,3.09104245335832,4.23410650459726,4.49980967033027,2011,4,14,5,10,4.20469261939097,5.20948615284142,5.75890177387728,5.03043792139244,1.6094379124341,2.484906649788,3.09104245335832,2.94443897916644,4.26267987704132,5.26785815906333,5.82304589548302,5.14166355650266
2011-04-14 11:00:00,2,1,2,1,21.32,25,45,11.0014,3.36729582998647,4.47733681447821,4.75359019110636,2011,4,14,5,11,5.20948615284142,5.75890177387728,5.03043792139244,4.23410650459726,2.484906649788,3.09104245335832,2.94443897916644,3.09104245335832,5.26785815906333,5.82304589548302,5.14166355650266,4.49980967033027
2011-04-14 12:00:00,2,1,2,1,22.14,25.76,42,8.9981,3.58351893845611,4.70953020131233,4.98360662170834,2011,4,14,5,12,5.75890177387728,5.03043792139244,4.23410650459726,4.47733681447821,3.09104245335832,2.94443897916644,3.09104245335832,3.36729582998647,5.82304589548302,5.14166355650266,4.49980967033027,4.75359019110636
2011-04-14 13:00:00,2,1,2,1,22.96,26.515,37,15.0013,3.66356164612965,4.80402104473326,5.07517381523383,2011,4,14,5,13,5.03043792139244,4.23410650459726,4.47733681447821,4.70953020131233,2.94443897916644,3.09104245335832,3.36729582998647,3.58351893845611,5.14166355650266,4.49980967033027,4.75359019110636,4.98360662170834
2011-04-14 14:00:00,2,1,2,1,22.96,26.515,35,6.0032,3.61091791264422,4.62497281328427,4.92725368515721,2011,4,14,5,14,4.23410650459726,4.47733681447821,4.70953020131233,4.80402104473326,3.09104245335832,3.36729582998647,3.58351893845611,3.66356164612965,4.49980967033027,4.75359019110636,4.98360662170834,5.07517381523383
2011-04-14 15:00:00,2,1,2,1,24.6,31.06,31,6.0032,4.06044301054642,4.45434729625351,4.96284463025991,2011,4,14,5,15,4.47733681447821,4.70953020131233,4.80402104473326,4.62497281328427,3.36729582998647,3.58351893845611,3.66356164612965,3.61091791264422,4.75359019110636,4.98360662170834,5.07517381523383,4.92725368515721
2011-04-14 16:00:00,2,1,2,1,24.6,30.305,26,7.0015,3.91202300542815,5.03695260241363,5.31320597904179,2011,4,14,5,16,4.70953020131233,4.80402104473326,4.62497281328427,4.45434729625351,3.58351893845611,3.66356164612965,3.61091791264422,4.06044301054642,4.98360662170834,5.07517381523383,4.92725368515721,4.96284463025991
2011-04-14 17:00:00,2,1,2,1,24.6,30.305,28,0,3.93182563272433,5.82600010738045,5.96357934361845,2011,4,14,5,17,4.80402104473326,4.62497281328427,4.45434729625351,5.03695260241363,3.66356164612965,3.61091791264422,4.06044301054642,3.91202300542815,5.07517381523383,4.92725368515721,4.96284463025991,5.31320597904179
2011-04-14 18:00:00,2,1,2,1,22.96,26.515,30,0,3.87120101090789,5.67332326717149,5.82304589548302,2011,4,14,5,18,4.62497281328427,4.45434729625351,5.03695260241363,5.82600010738045,3.61091791264422,4.06044301054642,3.91202300542815,3.93182563272433,4.92725368515721,4.96284463025991,5.31320597904179,5.96357934361845
2011-04-14 19:00:00,2,1,2,1,22.14,25.76,32,0,3.63758615972639,5.40717177146012,5.56068163101553,2011,4,14,5,19,4.45434729625351,5.03695260241363,5.82600010738045,5.67332326717149,4.06044301054642,3.91202300542815,3.93182563272433,3.87120101090789,4.96284463025991,5.31320597904179,5.96357934361845,5.82304589548302
2011-04-14 20:00:00,2,1,2,1,20.5,24.24,51,12.998,3.13549421592915,4.99721227376411,5.13579843705026,2011,4,14,5,20,5.03695260241363,5.82600010738045,5.67332326717149,5.40717177146012,3.91202300542815,3.93182563272433,3.87120101090789,3.63758615972639,5.31320597904179,5.96357934361845,5.82304589548302,5.56068163101553
2011-04-14 21:00:00,2,1,2,1,18.86,22.725,63,8.9981,2.99573227355399,4.84418708645859,4.98360662170834,2011,4,14,5,21,5.82600010738045,5.67332326717149,5.40717177146012,4.99721227376411,3.93182563272433,3.87120101090789,3.63758615972639,3.13549421592915,5.96357934361845,5.82304589548302,5.56068163101553,5.13579843705026
2011-04-14 22:00:00,2,1,2,1,19.68,23.485,55,7.0015,3.13549421592915,4.4188406077966,4.65396035015752,2011,4,14,5,22,5.67332326717149,5.40717177146012,4.99721227376411,4.84418708645859,3.87120101090789,3.63758615972639,3.13549421592915,2.99573227355399,5.82304589548302,5.56068163101553,5.13579843705026,4.98360662170834
2011-04-14 23:00:00,2,1,2,1,18.86,22.725,59,7.0015,2.07944154167984,3.71357206670431,3.87120101090789,2011,4,14,5,23,5.40717177146012,4.99721227376411,4.84418708645859,4.4188406077966,3.63758615972639,3.13549421592915,2.99573227355399,3.13549421592915,5.56068163101553,5.13579843705026,4.98360662170834,4.65396035015752
2011-04-15 00:00:00,2,2,1,1,18.04,21.97,67,0,1.94591014905531,3.09104245335832,3.3322045101752,2011,4,15,6,0,4.99721227376411,4.84418708645859,4.4188406077966,3.71357206670431,3.13549421592915,2.99573227355399,3.13549421592915,2.07944154167984,5.13579843705026,4.98360662170834,4.65396035015752,3.87120101090789
2011-04-15 01:00:00,2,2,1,1,18.04,21.97,62,0,1.94591014905531,2.30258509299405,2.77258872223978,2011,4,15,6,1,4.84418708645859,4.4188406077966,3.71357206670431,3.09104245335832,2.99573227355399,3.13549421592915,2.07944154167984,1.94591014905531,4.98360662170834,4.65396035015752,3.87120101090789,3.3322045101752
2011-04-15 02:00:00,2,2,1,1,16.4,20.455,76,0,2.19722457733622,2.39789527279837,2.94443897916644,2011,4,15,6,2,4.4188406077966,3.71357206670431,3.09104245335832,2.30258509299405,3.13549421592915,2.07944154167984,1.94591014905531,1.94591014905531,4.65396035015752,3.87120101090789,3.3322045101752,2.77258872223978
2011-04-15 03:00:00,2,2,1,1,16.4,20.455,76,0,0,1.38629436111989,1.38629436111989,2011,4,15,6,3,3.71357206670431,3.09104245335832,2.30258509299405,2.39789527279837,2.07944154167984,1.94591014905531,1.94591014905531,2.19722457733622,3.87120101090789,3.3322045101752,2.77258872223978,2.94443897916644
2011-04-15 04:00:00,2,2,1,1,15.58,19.695,82,6.0032,0,1.38629436111989,1.38629436111989,2011,4,15,6,4,3.09104245335832,2.30258509299405,2.39789527279837,1.38629436111989,1.94591014905531,1.94591014905531,2.19722457733622,0,3.3322045101752,2.77258872223978,2.94443897916644,1.38629436111989
2011-04-15 05:00:00,2,2,1,1,14.76,18.18,81,7.0015,1.09861228866811,2.484906649788,2.63905732961526,2011,4,15,6,5,2.30258509299405,2.39789527279837,1.38629436111989,1.38629436111989,1.94591014905531,2.19722457733622,0,0,2.77258872223978,2.94443897916644,1.38629436111989,1.38629436111989
2011-04-15 06:00:00,2,2,1,1,14.76,18.18,81,6.0032,1.79175946922805,3.76120011569356,3.87120101090789,2011,4,15,6,6,2.39789527279837,1.38629436111989,1.38629436111989,2.484906649788,2.19722457733622,0,0,1.09861228866811,2.94443897916644,1.38629436111989,1.38629436111989,2.63905732961526
2011-04-15 07:00:00,2,2,1,1,16.4,20.455,71,11.0014,2.39789527279837,4.9416424226093,5.01063529409626,2011,4,15,6,7,1.38629436111989,1.38629436111989,2.484906649788,3.76120011569356,0,0,1.09861228866811,1.79175946922805,1.38629436111989,1.38629436111989,2.63905732961526,3.87120101090789
2011-04-15 08:00:00,2,2,1,1,18.04,21.97,62,19.9995,3.09104245335832,5.63478960316925,5.70711026474888,2011,4,15,6,8,1.38629436111989,2.484906649788,3.76120011569356,4.9416424226093,0,1.09861228866811,1.79175946922805,2.39789527279837,1.38629436111989,2.63905732961526,3.87120101090789,5.01063529409626
2011-04-15 09:00:00,2,2,1,1,20.5,24.24,55,12.998,2.83321334405622,5.09375020080676,5.18738580584075,2011,4,15,6,9,2.484906649788,3.76120011569356,4.9416424226093,5.63478960316925,1.09861228866811,1.79175946922805,2.39789527279837,3.09104245335832,2.63905732961526,3.87120101090789,5.01063529409626,5.70711026474888
2011-04-15 10:00:00,2,2,1,1,20.5,24.24,55,12.998,3.46573590279973,4.52178857704904,4.81218435537242,2011,4,15,6,10,3.76120011569356,4.9416424226093,5.63478960316925,5.09375020080676,1.79175946922805,2.39789527279837,3.09104245335832,2.83321334405622,3.87120101090789,5.01063529409626,5.70711026474888,5.18738580584075
2011-04-15 11:00:00,2,2,1,1,21.32,25,55,12.998,3.73766961828337,4.56434819146784,4.91998092582813,2011,4,15,6,11,4.9416424226093,5.63478960316925,5.09375020080676,4.52178857704904,2.39789527279837,3.09104245335832,2.83321334405622,3.46573590279973,5.01063529409626,5.70711026474888,5.18738580584075,4.81218435537242
2011-04-15 12:00:00,2,2,1,1,21.32,25,55,19.0012,3.8286413964891,5.04985600724954,5.30330490805908,2011,4,15,6,12,5.63478960316925,5.09375020080676,4.52178857704904,4.56434819146784,3.09104245335832,2.83321334405622,3.46573590279973,3.73766961828337,5.70711026474888,5.18738580584075,4.81218435537242,4.91998092582813
2011-04-15 13:00:00,2,2,1,1,22.14,25.76,52,16.9979,3.87120101090789,4.89783979995091,5.19849703126583,2011,4,15,6,13,5.09375020080676,4.52178857704904,4.56434819146784,5.04985600724954,2.83321334405622,3.46573590279973,3.73766961828337,3.8286413964891,5.18738580584075,4.81218435537242,4.91998092582813,5.30330490805908
2011-04-15 14:00:00,2,2,1,1,22.14,25.76,52,16.9979,4.06044301054642,4.67282883446191,5.0998664278242,2011,4,15,6,14,4.52178857704904,4.56434819146784,5.04985600724954,4.89783979995091,3.46573590279973,3.73766961828337,3.8286413964891,3.87120101090789,4.81218435537242,4.91998092582813,5.30330490805908,5.19849703126583
2011-04-15 15:00:00,2,2,1,1,22.14,25.76,52,30.0026,3.93182563272433,4.72738781871234,5.09375020080676,2011,4,15,6,15,4.56434819146784,5.04985600724954,4.89783979995091,4.67282883446191,3.73766961828337,3.8286413964891,3.87120101090789,4.06044301054642,4.91998092582813,5.30330490805908,5.19849703126583,5.0998664278242
2011-04-15 16:00:00,2,2,1,1,21.32,25,55,32.9975,4.26267987704132,5.15905529921453,5.4971682252932,2011,4,15,6,16,5.04985600724954,4.89783979995091,4.67282883446191,4.72738781871234,3.8286413964891,3.87120101090789,4.06044301054642,3.93182563272433,5.30330490805908,5.19849703126583,5.0998664278242,5.09375020080676
2011-04-15 17:00:00,2,2,1,2,20.5,24.24,63,26.0027,4.17438726989564,5.59098698051086,5.80513496891649,2011,4,15,6,17,4.89783979995091,4.67282883446191,4.72738781871234,5.15905529921453,3.87120101090789,4.06044301054642,3.93182563272433,4.26267987704132,5.19849703126583,5.0998664278242,5.09375020080676,5.4971682252932
2011-04-15 18:00:00,2,2,1,2,18.86,22.725,67,26.0027,3.87120101090789,5.37989735354046,5.57594910314632,2011,4,15,6,18,4.67282883446191,4.72738781871234,5.15905529921453,5.59098698051086,4.06044301054642,3.93182563272433,4.26267987704132,4.17438726989564,5.0998664278242,5.09375020080676,5.4971682252932,5.80513496891649
2011-04-15 19:00:00,2,2,1,1,17.22,21.21,77,26.0027,3.73766961828337,5.12989871492307,5.34710753071747,2011,4,15,6,19,4.72738781871234,5.15905529921453,5.59098698051086,5.37989735354046,3.93182563272433,4.26267987704132,4.17438726989564,3.87120101090789,5.09375020080676,5.4971682252932,5.80513496891649,5.57594910314632
2011-04-15 20:00:00,2,2,1,2,16.4,20.455,76,22.0028,3.29583686600433,4.53259949315326,4.77912349311153,2011,4,15,6,20,5.15905529921453,5.59098698051086,5.37989735354046,5.12989871492307,4.26267987704132,4.17438726989564,3.87120101090789,3.73766961828337,5.4971682252932,5.80513496891649,5.57594910314632,5.34710753071747
2011-04-15 21:00:00,2,2,1,2,16.4,20.455,76,19.9995,3.25809653802148,4.35670882668959,4.63472898822964,2011,4,15,6,21,5.59098698051086,5.37989735354046,5.12989871492307,4.53259949315326,4.17438726989564,3.87120101090789,3.73766961828337,3.29583686600433,5.80513496891649,5.57594910314632,5.34710753071747,4.77912349311153
2011-04-15 22:00:00,2,2,1,2,15.58,19.695,82,26.0027,2.83321334405622,4.17438726989564,4.39444915467244,2011,4,15,6,22,5.37989735354046,5.12989871492307,4.53259949315326,4.35670882668959,3.87120101090789,3.73766961828337,3.29583686600433,3.25809653802148,5.57594910314632,5.34710753071747,4.77912349311153,4.63472898822964
2011-04-15 23:00:00,2,2,1,2,14.76,17.425,81,12.998,2.19722457733622,4.04305126783455,4.17438726989564,2011,4,15,6,23,5.12989871492307,4.53259949315326,4.35670882668959,4.17438726989564,3.73766961828337,3.29583686600433,3.25809653802148,2.83321334405622,5.34710753071747,4.77912349311153,4.63472898822964,4.39444915467244
2011-04-16 00:00:00,2,1,1,2,14.76,17.425,81,15.0013,2.07944154167984,3.61091791264422,3.78418963391826,2011,4,16,7,0,4.53259949315326,4.35670882668959,4.17438726989564,4.04305126783455,3.29583686600433,3.25809653802148,2.83321334405622,2.19722457733622,4.77912349311153,4.63472898822964,4.39444915467244,4.17438726989564
2011-04-16 01:00:00,2,1,1,2,14.76,16.665,87,19.0012,1.79175946922805,3.36729582998647,3.52636052461616,2011,4,16,7,1,4.35670882668959,4.17438726989564,4.04305126783455,3.61091791264422,3.25809653802148,2.83321334405622,2.19722457733622,2.07944154167984,4.63472898822964,4.39444915467244,4.17438726989564,3.78418963391826
2011-04-16 02:00:00,2,1,1,2,14.76,17.425,87,8.9981,1.79175946922805,2.99573227355399,3.2188758248682,2011,4,16,7,2,4.17438726989564,4.04305126783455,3.61091791264422,3.36729582998647,2.83321334405622,2.19722457733622,2.07944154167984,1.79175946922805,4.39444915467244,4.17438726989564,3.78418963391826,3.52636052461616
2011-04-16 03:00:00,2,1,1,2,14.76,17.425,87,11.0014,1.79175946922805,2.30258509299405,2.70805020110221,2011,4,16,7,3,4.04305126783455,3.61091791264422,3.36729582998647,2.99573227355399,2.19722457733622,2.07944154167984,1.79175946922805,1.79175946922805,4.17438726989564,3.78418963391826,3.52636052461616,3.2188758248682
2011-04-16 04:00:00,2,1,1,2,14.76,17.425,87,15.0013,0.693147180559945,1.6094379124341,1.79175946922805,2011,4,16,7,4,3.61091791264422,3.36729582998647,2.99573227355399,2.30258509299405,2.07944154167984,1.79175946922805,1.79175946922805,1.79175946922805,3.78418963391826,3.52636052461616,3.2188758248682,2.70805020110221
2011-04-16 05:00:00,2,1,1,2,15.58,19.695,87,19.0012,0.693147180559945,1.38629436111989,1.6094379124341,2011,4,16,7,5,3.36729582998647,2.99573227355399,2.30258509299405,1.6094379124341,1.79175946922805,1.79175946922805,1.79175946922805,0.693147180559945,3.52636052461616,3.2188758248682,2.70805020110221,1.79175946922805
2011-04-16 06:00:00,2,1,1,3,16.4,20.455,82,22.0028,0.693147180559945,2.30258509299405,2.39789527279837,2011,4,16,7,6,2.99573227355399,2.30258509299405,1.6094379124341,1.38629436111989,1.79175946922805,1.79175946922805,0.693147180559945,0.693147180559945,3.2188758248682,2.70805020110221,1.79175946922805,1.6094379124341
2011-04-16 07:00:00,2,1,1,2,16.4,20.455,82,27.9993,1.38629436111989,2.94443897916644,3.09104245335832,2011,4,16,7,7,2.30258509299405,1.6094379124341,1.38629436111989,2.30258509299405,1.79175946922805,0.693147180559945,0.693147180559945,0.693147180559945,2.70805020110221,1.79175946922805,1.6094379124341,2.39789527279837
2011-04-16 08:00:00,2,1,1,3,16.4,20.455,87,23.9994,2.07944154167984,3.66356164612965,3.8286413964891,2011,4,16,7,8,1.6094379124341,1.38629436111989,2.30258509299405,2.94443897916644,0.693147180559945,0.693147180559945,0.693147180559945,1.38629436111989,1.79175946922805,1.6094379124341,2.39789527279837,3.09104245335832
2011-04-16 09:00:00,2,1,1,3,16.4,20.455,100,19.9995,1.09861228866811,3.3322045101752,3.40119738166216,2011,4,16,7,9,1.38629436111989,2.30258509299405,2.94443897916644,3.66356164612965,0.693147180559945,0.693147180559945,1.38629436111989,2.07944154167984,1.6094379124341,2.39789527279837,3.09104245335832,3.8286413964891
2011-04-16 10:00:00,2,1,1,3,17.22,21.21,94,26.0027,0.693147180559945,3.09104245335832,3.13549421592915,2011,4,16,7,10,2.30258509299405,2.94443897916644,3.66356164612965,3.3322045101752,0.693147180559945,1.38629436111989,2.07944154167984,1.09861228866811,2.39789527279837,3.09104245335832,3.8286413964891,3.40119738166216
2011-04-16 11:00:00,2,1,1,3,17.22,21.21,94,30.0026,1.6094379124341,3.3322045101752,3.46573590279973,2011,4,16,7,11,2.94443897916644,3.66356164612965,3.3322045101752,3.09104245335832,1.38629436111989,2.07944154167984,1.09861228866811,0.693147180559945,3.09104245335832,3.8286413964891,3.40119738166216,3.13549421592915
2011-04-16 12:00:00,2,1,1,2,18.86,22.725,88,39.0007,1.94591014905531,3.29583686600433,3.49650756146648,2011,4,16,7,12,3.66356164612965,3.3322045101752,3.09104245335832,3.3322045101752,2.07944154167984,1.09861228866811,0.693147180559945,1.6094379124341,3.8286413964891,3.40119738166216,3.13549421592915,3.46573590279973
2011-04-16 13:00:00,2,1,1,3,18.86,22.725,94,35.0008,2.30258509299405,3.91202300542815,4.07753744390572,2011,4,16,7,13,3.3322045101752,3.09104245335832,3.3322045101752,3.29583686600433,1.09861228866811,0.693147180559945,1.6094379124341,1.94591014905531,3.40119738166216,3.13549421592915,3.46573590279973,3.49650756146648
2011-04-16 14:00:00,2,1,1,3,21.32,25,83,39.0007,2.70805020110221,3.91202300542815,4.15888308335967,2011,4,16,7,14,3.09104245335832,3.3322045101752,3.29583686600433,3.91202300542815,0.693147180559945,1.6094379124341,1.94591014905531,2.30258509299405,3.13549421592915,3.46573590279973,3.49650756146648,4.07753744390572
2011-04-16 15:00:00,2,1,1,3,21.32,25,83,39.0007,2.83321334405622,4.14313472639153,4.36944785246702,2011,4,16,7,15,3.3322045101752,3.29583686600433,3.91202300542815,3.91202300542815,1.6094379124341,1.94591014905531,2.30258509299405,2.70805020110221,3.46573590279973,3.49650756146648,4.07753744390572,4.15888308335967
2011-04-16 16:00:00,2,1,1,3,20.5,24.24,88,31.0009,1.94591014905531,3.3322045101752,3.52636052461616,2011,4,16,7,16,3.29583686600433,3.91202300542815,3.91202300542815,4.14313472639153,1.94591014905531,2.30258509299405,2.70805020110221,2.83321334405622,3.49650756146648,4.07753744390572,4.15888308335967,4.36944785246702
2011-04-16 17:00:00,2,1,1,3,20.5,24.24,88,39.0007,0.693147180559945,2.70805020110221,2.77258872223978,2011,4,16,7,17,3.91202300542815,3.91202300542815,4.14313472639153,3.3322045101752,2.30258509299405,2.70805020110221,2.83321334405622,1.94591014905531,4.07753744390572,4.15888308335967,4.36944785246702,3.52636052461616
2011-04-16 18:00:00,2,1,1,2,20.5,24.24,94,26.0027,1.94591014905531,3.49650756146648,3.66356164612965,2011,4,16,7,18,3.91202300542815,4.14313472639153,3.3322045101752,2.70805020110221,2.70805020110221,2.83321334405622,1.94591014905531,0.693147180559945,4.15888308335967,4.36944785246702,3.52636052461616,2.77258872223978
2011-04-16 19:00:00,2,1,1,2,21.32,25,94,27.9993,2.30258509299405,4.14313472639153,4.27666611901606,2011,4,16,7,19,4.14313472639153,3.3322045101752,2.70805020110221,3.49650756146648,2.83321334405622,1.94591014905531,0.693147180559945,1.94591014905531,4.36944785246702,3.52636052461616,2.77258872223978,3.66356164612965
