season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,year,month,day,wday,hour
spring,no,yes,clear,14.76,17.425,43,8.9981,5.01727983681492,2011,3,14,2,19
spring,no,no,cloudy,9.02,11.365,93,11.0014,3.58351893845611,2012,2,19,1,23
spring,no,yes,clear,19.68,23.485,88,12.998,1.79175946922805,2012,3,1,5,4
fall,no,yes,clear,19.68,23.485,82,6.0032,3.8286413964891,2012,9,17,2,5
spring,no,yes,clear,12.3,14.395,49,12.998,4.33073334028633,2011,3,8,3,21
spring,no,no,clear,9.02,11.365,69,8.9981,2.89037175789616,2012,3,11,1,7
fall,no,no,clear,34.44,41.665,59,11.0014,5.54907608489522,2012,7,7,7,9
summer,no,yes,clear,24.6,29.545,69,12.998,5.27299955856375,2011,5,16,2,9
winter,no,no,cloudy,14.76,16.665,46,22.0028,5.99396142730657,2012,11,3,7,16
fall,no,yes,clear,21.32,25,59,7.0015,3.49650756146648,2012,9,11,3,0
fall,no,yes,cloudy,28.7,33.335,84,16.9979,3.40119738166216,2012,9,4,3,0
winter,no,yes,cloudy,12.3,16.665,56,0,5.88610403145016,2011,12,12,2,17
winter,no,yes,lightRainOrSnow,22.14,25.76,68,0,5.57215403217776,2012,10,1,2,20
winter,no,no,clear,22.14,25.76,83,19.9995,4.44265125649032,2012,10,6,7,7
spring,no,no,clear,10.66,15.15,41,0,3.95124371858143,2011,2,12,7,21
fall,yes,no,cloudy,30.34,35.605,74,15.0013,5.88610403145016,2012,9,3,2,10
summer,no,yes,clear,24.6,31.06,40,12.998,6.10255859461357,2012,5,17,5,20
fall,no,no,clear,31.16,36.365,70,8.9981,5.33753807970132,2012,7,8,1,21
spring,no,yes,cloudy,8.2,11.365,59,6.0032,3.97029191355212,2011,1,11,3,13
fall,no,yes,cloudy,26.24,28.79,89,8.9981,4.77912349311153,2011,7,7,5,6
fall,no,no,clear,26.24,30.305,69,0,5.07517381523383,2011,9,11,1,21
fall,no,yes,clear,29.52,34.85,79,0,5.39362754635236,2012,9,5,4,22
summer,no,yes,clear,28.7,31.82,42,0,5.82008293035236,2012,6,7,5,12
winter,no,yes,clear,12.3,14.395,56,15.0013,4.67282883446191,2012,12,11,3,22
spring,no,yes,clear,18.86,22.725,59,8.9981,3.46573590279973,2012,2,2,5,0
spring,no,yes,clear,8.2,9.85,40,16.9979,4.67282883446191,2011,3,3,5,19
spring,no,yes,clear,13.12,17.425,61,0,1.09861228866811,2012,3,2,6,4
spring,no,yes,cloudy,15.58,19.695,46,22.0028,4.74493212836325,2011,3,15,3,16
fall,no,yes,clear,29.52,33.335,58,16.9979,5.50125821054473,2012,7,11,4,22
spring,yes,no,cloudy,12.3,13.635,49,23.9994,3.78418963391826,2012,1,16,2,22
winter,no,yes,clear,19.68,23.485,55,16.9979,5.87493073085203,2012,10,16,3,9
spring,no,yes,lightRainOrSnow,21.32,25,72,19.9995,0.693147180559945,2012,3,13,3,2
fall,no,yes,clear,28.7,33.335,84,0,2.07944154167984,2012,8,8,4,4
spring,no,yes,clear,5.74,6.06,33,19.9995,2.19722457733622,2011,3,3,5,5
winter,no,yes,clear,24.6,31.06,43,15.0013,5.84354441703136,2011,10,14,6,16
winter,no,no,clear,9.84,11.365,60,16.9979,3.73766961828337,2011,11,19,7,7
winter,no,no,clear,13.94,16.665,76,12.998,3.40119738166216,2011,10,2,1,7
spring,no,yes,cloudy,11.48,12.88,57,23.9994,4.85981240436167,2012,3,5,2,14
summer,no,no,cloudy,30.34,34.09,55,12.998,5.94542060860658,2011,6,18,7,18
winter,no,no,cloudy,14.76,18.94,71,0,6.17378610390194,2012,12,1,7,14
winter,no,yes,clear,17.22,21.21,44,7.0015,6.20859002609663,2012,11,9,6,18
fall,no,yes,clear,30.34,34.09,55,22.0028,5.64897423816121,2011,8,15,2,16
spring,no,yes,clear,8.2,9.09,75,26.0027,5.35658627467201,2011,3,7,2,8
winter,no,yes,clear,22.96,26.515,56,19.0012,6.19440539110467,2011,11,14,2,18
winter,no,yes,clear,14.76,18.18,81,7.0015,6.14203740558736,2012,10,17,4,7
spring,no,no,clear,10.66,12.12,41,16.9979,4.14313472639153,2012,3,4,1,22
fall,yes,no,cloudy,30.34,34.85,70,19.0012,6.13122648948314,2012,9,3,2,11
summer,yes,no,clear,25.42,30.305,61,23.9994,3.36729582998647,2012,4,16,2,1
winter,no,no,clear,17.22,21.21,71,12.998,4.70048036579242,2012,11,11,1,23
spring,no,yes,clear,17.22,21.21,38,23.9994,6.26149168432104,2012,2,14,3,17
winter,no,no,cloudy,9.84,12.88,75,6.0032,3.89182029811063,2012,12,15,7,7
fall,no,yes,cloudy,22.96,26.515,73,12.998,4.23410650459726,2011,9,19,2,23
summer,no,yes,clear,17.22,21.21,94,8.9981,3.40119738166216,2011,5,12,5,5
fall,no,yes,clear,28.7,33.335,84,11.0014,6.45047042214418,2012,9,4,3,8
fall,no,no,lightRainOrSnow,26.24,28.79,89,15.0013,4.30406509320417,2011,8,14,1,1
spring,no,yes,cloudy,12.3,14.395,61,19.0012,5.05624580534831,2011,3,11,6,9
summer,no,no,clear,20.5,24.24,25,19.0012,6.00388706710654,2012,4,8,1,11
winter,no,yes,clear,24.6,30.305,60,6.0032,5.95324333428778,2012,10,5,6,9
winter,no,no,cloudy,10.66,12.12,52,19.0012,5.2040066870768,2011,12,17,7,10
summer,no,yes,clear,24.6,29.545,73,6.0032,1.09861228866811,2011,6,7,3,3
summer,no,no,clear,26.24,31.06,47,0,5.82600010738045,2012,5,19,7,22
spring,no,yes,clear,24.6,30.305,64,15.0013,5.80211837537706,2012,3,19,2,20
spring,no,yes,clear,5.74,5.305,33,31.0009,4.00733318523247,2011,2,8,3,21
winter,no,yes,clear,17.22,21.21,41,27.9993,5.40267738187228,2012,11,2,6,11
summer,no,no,clear,33.62,38.635,49,7.0015,5.9427993751267,2011,6,11,7,14
summer,no,yes,cloudy,22.14,25.76,68,15.0013,4.86753445045558,2011,4,19,3,13
fall,no,no,lightRainOrSnow,26.24,28.79,89,0,4.65396035015752,2012,9,1,7,21
spring,no,yes,clear,18.04,21.97,77,26.0027,6.37331978957701,2012,3,8,5,8
fall,yes,no,cloudy,28.7,33.335,84,7.0015,4.85203026391962,2012,9,3,2,8
spring,no,yes,clear,13.12,15.15,61,16.9979,4.68213122712422,2011,3,4,6,19
spring,no,yes,cloudy,6.56,11.365,93,0,3.87120101090789,2011,2,1,3,10
spring,no,no,clear,18.04,21.97,44,11.0014,5.24174701505964,2012,2,18,7,19
winter,no,yes,clear,28.7,32.575,51,15.0013,6.80461452006262,2012,10,4,5,17
fall,no,no,clear,32.8,37.12,49,23.9994,6.06610809010375,2011,7,17,1,14
spring,no,yes,clear,8.2,9.09,40,22.0028,3.95124371858143,2011,1,3,2,11
winter,no,yes,clear,13.94,17.425,53,7.0015,5.8636311755981,2012,11,16,6,9
winter,no,yes,cloudy,13.94,18.18,55,0,4.75359019110636,2011,12,14,4,11
winter,no,yes,clear,20.5,24.24,68,6.0032,6.15697898558556,2012,12,3,2,19
summer,no,no,clear,22.14,25.76,56,8.9981,4.80402104473326,2012,6,3,1,1
fall,no,yes,clear,24.6,28.79,78,11.0014,3.63758615972639,2012,8,16,5,5
winter,no,no,clear,12.3,16.665,81,0,4.84418708645859,2011,12,4,1,9
summer,yes,no,clear,31.16,34.09,45,22.0028,5.66642668811243,2012,4,16,2,14
winter,no,no,clear,18.04,21.97,62,8.9981,5.19295685089021,2012,10,6,7,23
winter,no,yes,clear,19.68,23.485,77,8.9981,3.78418963391826,2011,10,5,4,0
summer,no,yes,clear,22.96,26.515,88,7.0015,1.94591014905531,2012,5,16,4,3
spring,no,yes,clear,13.12,14.395,42,23.9994,5.57594910314632,2012,1,18,4,7
spring,no,yes,clear,21.32,25,42,16.9979,4.83628190695148,2011,3,17,5,15
summer,no,yes,clear,22.96,26.515,52,8.9981,5.99645208861902,2011,5,11,4,19
spring,no,yes,clear,13.12,16.665,49,6.0032,2.77258872223978,2012,2,7,3,5
spring,no,yes,lightRainOrSnow,18.86,22.725,82,12.998,4.7361984483945,2012,3,13,3,6
summer,no,yes,cloudy,23.78,27.275,83,6.0032,5.03043792139244,2012,5,14,2,21
winter,no,no,clear,14.76,17.425,50,11.0014,5.48063892334199,2012,11,3,7,19
spring,no,yes,cloudy,14.76,18.94,23,0,4.60517018598809,2011,3,8,3,12
winter,no,no,lightRainOrSnow,14.76,17.425,93,15.0013,4.18965474202643,2011,10,1,7,23
fall,no,yes,clear,35.26,39.395,41,12.998,6.65672652417839,2012,7,19,5,18
spring,no,no,cloudy,9.84,10.605,56,19.9995,1.38629436111989,2011,1,16,1,7
spring,no,yes,lightRainOrSnow,9.02,11.365,75,11.0014,4.24849524204936,2012,1,9,2,15
spring,yes,no,clear,5.74,8.335,43,7.0015,3.04452243772342,2012,1,16,2,1
winter,no,yes,clear,13.12,16.665,57,7.0015,6.53378883793334,2012,11,2,6,8
fall,no,no,clear,33.62,35.605,30,8.9981,5.92692602597041,2011,7,2,7,12
spring,no,yes,clear,9.02,10.605,41,19.0012,4.17438726989564,2011,1,14,6,14
summer,no,no,clear,32.8,37.88,55,15.0013,5.85220247977447,2011,6,11,7,12
summer,no,no,clear,16.4,20.455,28,16.9979,4.24849524204936,2012,4,7,7,1
fall,no,yes,cloudy,26.24,30.305,65,19.0012,5.24702407216049,2011,9,15,5,13
fall,no,yes,clear,30.34,34.85,66,16.9979,6.48157712927643,2012,8,1,4,19
summer,no,no,lightRainOrSnow,13.12,16.665,81,8.9981,5.22035582507832,2011,4,2,7,12
spring,yes,no,cloudy,6.56,9.09,50,8.9981,2.63905732961526,2011,1,17,2,7
summer,no,yes,cloudy,28.7,32.575,58,30.0026,5.04342511691925,2011,5,3,3,15
spring,no,yes,clear,13.12,16.665,49,7.0015,3.87120101090789,2011,3,14,2,22
winter,no,yes,cloudy,22.14,25.76,100,7.0015,2.89037175789616,2011,10,13,5,5
spring,no,no,clear,4.1,4.545,49,19.0012,2.39789527279837,2011,1,9,1,8
spring,no,yes,clear,17.22,21.21,67,15.0013,4.92725368515721,2011,3,17,5,20
winter,no,yes,cloudy,13.12,15.91,76,11.0014,5.11799381241676,2012,12,7,6,10
fall,no,yes,lightRainOrSnow,27.06,12.12,83,12.998,5.36597601502185,2012,8,17,6,22
fall,no,yes,clear,26.24,30.305,73,6.0032,5.27811465923052,2011,9,12,2,21
spring,no,no,clear,10.66,12.88,41,12.998,3.29583686600433,2012,3,4,1,23
spring,no,no,cloudy,10.66,12.88,56,11.0014,1.09861228866811,2011,1,16,1,5
winter,no,no,clear,10.66,11.365,52,19.9995,3.58351893845611,2011,11,19,7,1
summer,no,yes,clear,14.76,16.665,57,22.0028,6.38012253689976,2012,4,2,2,8
summer,no,yes,clear,17.22,21.21,50,16.9979,6.08904487544685,2011,5,5,5,8
spring,no,yes,clear,6.56,9.09,55,7.0015,1.79175946922805,2011,1,4,3,0
winter,no,no,clear,18.04,21.97,86,0,3.80666248977032,2011,10,9,1,7
summer,no,yes,cloudy,22.96,26.515,88,0,6.50279004591562,2012,5,2,4,8
spring,no,yes,clear,17.22,21.21,41,12.998,5.18178355029209,2012,1,6,6,20
summer,no,no,clear,9.84,12.12,70,11.0014,1.79175946922805,2011,4,2,7,4
summer,no,yes,clear,25.42,31.06,41,7.0015,5.96100533962327,2012,4,19,5,16
summer,no,yes,clear,36.9,40.91,37,16.9979,6.01615715969835,2011,6,9,5,17
spring,no,yes,clear,26.24,31.06,57,15.0013,5.65948221575962,2012,3,19,2,15
winter,no,yes,lightRainOrSnow,22.14,25.76,94,22.0028,4.79579054559674,2011,10,12,4,11
fall,no,yes,lightRainOrSnow,24.6,27.275,88,7.0015,4.33073334028633,2011,9,7,4,6
fall,yes,no,clear,29.52,34.09,76,7.0015,5.5683445037611,2012,9,3,2,20
spring,no,no,clear,9.02,10.605,44,19.0012,5.39816270151775,2012,1,14,7,13
fall,no,no,clear,30.34,34.85,70,12.998,5.79605775076537,2011,9,4,1,19
winter,no,no,clear,10.66,13.635,65,7.0015,3.93182563272433,2012,11,4,1,7
fall,no,yes,clear,27.06,29.545,89,12.998,2.19722457733622,2011,7,7,5,2
spring,no,no,clear,6.56,6.82,40,19.0012,4.39444915467244,2012,2,12,1,19
spring,no,yes,clear,21.32,25,23,16.9979,3.98898404656427,2011,2,14,2,11
summer,no,no,cloudy,24.6,29.545,73,16.9979,4.59511985013459,2011,6,5,1,8
summer,no,no,clear,27.06,31.06,54,19.9995,6.36475075685191,2012,6,17,1,16
summer,no,no,lightRainOrSnow,17.22,21.21,94,26.0027,3.13549421592915,2011,4,16,7,10
spring,no,yes,clear,11.48,13.635,52,16.9979,4.18965474202643,2011,1,4,3,15
spring,no,yes,cloudy,17.22,21.21,58,19.0012,4.36944785246702,2011,3,16,4,21
spring,no,no,clear,11.48,14.395,61,8.9981,3.09104245335832,2011,2,6,1,19
summer,no,no,clear,21.32,25,59,0,4.58496747867057,2012,4,15,1,8
summer,no,no,cloudy,17.22,21.21,88,8.9981,5.44241771052179,2011,4,10,1,12
winter,no,yes,cloudy,24.6,29.545,69,8.9981,5.01063529409626,2011,10,11,3,10
summer,no,no,clear,19.68,23.485,59,0,3.71357206670431,2011,5,7,7,7
spring,no,yes,cloudy,17.22,21.21,94,0,4.70048036579242,2012,3,1,5,6
summer,no,yes,lightRainOrSnow,24.6,27.275,88,8.9981,3.40119738166216,2012,6,12,3,5
summer,no,yes,clear,27.88,31.82,57,35.0008,5.11799381241676,2011,4,11,2,20
winter,no,no,clear,14.76,18.18,50,6.0032,5.58724865840025,2012,10,13,7,9
summer,no,yes,clear,19.68,23.485,67,19.0012,3.09104245335832,2011,6,15,4,5
summer,no,yes,cloudy,22.14,25.76,73,22.0028,1.79175946922805,2011,4,5,3,2
spring,no,no,clear,6.56,6.06,40,31.0009,4.57471097850338,2012,2,12,1,18
summer,no,yes,clear,24.6,31.06,33,19.9995,5.11198778835654,2011,4,18,2,20
fall,no,yes,cloudy,25.42,30.305,69,15.0013,5.53338948872752,2012,9,17,2,11
winter,no,yes,clear,19.68,23.485,63,15.0013,5.59842195899838,2012,12,18,3,11
fall,no,yes,clear,30.34,34.85,66,11.0014,6.20657592672493,2012,7,18,4,7
fall,no,no,clear,28.7,32.575,65,0,6.02102334934953,2011,9,11,1,12
fall,no,no,cloudy,28.7,32.575,61,11.0014,4.36944785246702,2011,7,3,1,1
spring,no,yes,clear,12.3,13.635,42,22.0028,5.04342511691925,2012,2,9,5,13
fall,no,no,clear,35.26,36.365,19,11.0014,5.80513496891649,2011,7,2,7,15
summer,no,yes,clear,17.22,21.21,41,19.9995,1.79175946922805,2012,4,5,5,3
spring,no,yes,cloudy,11.48,14.395,96,8.9981,4.27666611901606,2012,2,17,6,6
spring,no,yes,cloudy,9.02,12.88,44,6.0032,3.04452243772342,2011,2,15,3,23
fall,no,yes,clear,27.88,31.82,57,11.0014,6.36302810354046,2012,9,14,6,19
fall,no,yes,clear,31.16,35.605,58,15.0013,6.03548143252476,2011,7,12,3,8
summer,no,yes,clear,25.42,31.06,38,27.9993,6.4707995037826,2012,6,4,2,19
fall,no,no,clear,26.24,31.06,41,11.0014,6.54391184556479,2012,9,16,1,13
summer,no,yes,clear,25.42,31.06,38,0,5.75574221358691,2012,6,6,4,12
summer,no,yes,clear,13.12,16.665,66,6.0032,5.8348107370626,2012,4,3,3,7
spring,no,no,lightRainOrSnow,8.2,10.605,100,8.9981,3.55534806148941,2011,2,5,7,10
summer,no,yes,cloudy,33.62,40.15,59,15.0013,4.72738781871234,2011,6,1,4,11
fall,no,yes,clear,32.8,38.635,59,0,5.23110861685459,2012,7,16,2,10
winter,no,yes,clear,18.86,22.725,82,11.0014,1.38629436111989,2011,10,5,4,2
winter,no,no,clear,13.12,15.15,87,19.0012,2.07944154167984,2011,10,2,1,5
summer,no,no,cloudy,21.32,25,94,8.9981,5.63478960316925,2011,5,14,7,11
winter,no,yes,clear,10.66,13.635,75,8.9981,1.79175946922805,2012,12,19,4,3
spring,no,yes,clear,8.2,8.335,44,27.9993,1.09861228866811,2011,1,3,2,1
fall,no,yes,clear,35.26,39.395,44,19.0012,5.31320597904179,2011,7,12,3,16
winter,no,yes,lightRainOrSnow,18.86,22.725,94,0,4.92725368515721,2011,11,16,4,7
summer,no,no,clear,18.04,21.97,38,19.0012,5.74939298590825,2011,4,3,1,12
summer,no,yes,clear,22.14,25.76,60,6.0032,2.19722457733622,2012,6,8,6,3
spring,no,yes,cloudy,9.02,13.635,69,0,5.42934562895444,2012,1,5,5,9
spring,no,yes,cloudy,6.56,11.365,100,0,5.44241771052179,2011,2,7,2,8
winter,no,yes,cloudy,12.3,15.15,70,11.0014,2.30258509299405,2012,11,16,6,2
spring,no,yes,clear,8.2,9.09,32,23.9994,4.66343909411207,2011,2,15,3,7
fall,no,yes,clear,31.16,36.365,66,8.9981,5.79605775076537,2012,7,16,2,21
summer,no,yes,cloudy,23.78,27.275,49,12.998,4.97673374242057,2011,4,18,2,14
fall,no,yes,cloudy,30.34,36.365,72,6.0032,6.60394382460047,2012,8,8,4,8
summer,no,yes,lightRainOrSnow,25.42,28.03,88,16.9979,5.71702770140622,2012,6,12,3,7
fall,no,yes,cloudy,32.8,37.12,52,12.998,5.53733426701854,2012,8,7,3,13
summer,no,no,cloudy,27.06,31.06,47,7.0015,5.2257466737132,2011,6,4,7,21
winter,no,no,clear,25.42,31.06,31,32.9975,5.93489419561959,2011,10,15,7,15
summer,no,yes,cloudy,21.32,25,59,8.9981,4.40671924726425,2011,5,10,3,23
spring,no,yes,clear,9.84,11.365,44,12.998,4.78749174278205,2012,1,19,5,14
summer,no,no,clear,23.78,27.275,40,15.0013,5.87211778947542,2011,5,7,7,17
spring,no,yes,clear,13.12,14.395,36,27.9993,4.35670882668959,2011,3,7,2,14
spring,no,no,clear,17.22,21.21,44,31.0009,4.34380542185368,2011,3,19,7,9
fall,no,yes,cloudy,22.14,25.76,94,22.0028,4.44265125649032,2011,9,6,3,22
summer,no,yes,clear,20.5,24.24,36,12.998,5.19849703126583,2011,5,5,5,21
fall,no,yes,lightRainOrSnow,27.06,29.545,89,16.9979,4.23410650459726,2012,7,19,5,22
winter,no,yes,lightRainOrSnow,18.04,21.97,100,15.0013,5.39816270151775,2012,12,10,2,13
fall,no,yes,clear,33.62,34.85,17,0,6.0591231955818,2011,7,1,6,16
spring,no,no,clear,13.94,16.665,66,11.0014,2.63905732961526,2011,3,13,1,4
spring,no,yes,clear,20.5,24.24,45,15.0013,4.66343909411207,2011,3,17,5,12
fall,no,no,clear,24.6,28.03,83,15.0013,3.3322045101752,2012,8,18,7,6
winter,no,no,clear,27.88,31.82,47,11.0014,6.21660610108486,2011,10,9,1,14
summer,no,yes,clear,27.06,31.06,31,7.0015,5.79301360838414,2011,5,10,3,16
fall,no,no,cloudy,25.42,28.03,88,0,4.9416424226093,2011,9,10,7,23
spring,no,yes,clear,18.04,21.97,72,6.0032,4.77068462446567,2012,3,15,5,6
winter,no,yes,cloudy,17.22,21.21,82,11.0014,1.79175946922805,2011,11,17,5,1
spring,no,no,lightRainOrSnow,14.76,18.18,93,6.0032,3.66356164612965,2012,3,3,7,2
fall,no,yes,clear,32.8,35.605,41,15.0013,5.5834963087817,2012,7,10,3,15
fall,no,yes,clear,27.88,31.82,61,0,4.78749174278205,2011,8,10,4,6
summer,no,yes,clear,21.32,25,40,22.0028,5.92692602597041,2012,5,10,5,20
fall,no,yes,clear,33.62,37.12,43,7.0015,5.31811999384422,2011,7,5,3,13
spring,no,yes,clear,18.04,21.97,44,12.998,1.38629436111989,2012,2,1,4,3
winter,no,yes,cloudy,13.94,16.665,66,11.0014,5.04342511691925,2011,12,14,4,21
winter,no,yes,cloudy,22.96,26.515,64,19.0012,4.93447393313069,2011,11,15,3,10
summer,no,yes,clear,21.32,25,36,22.0028,5.35185813347607,2012,5,11,6,10
fall,no,no,clear,28.7,33.335,79,22.0028,5.44241771052179,2012,9,8,7,8
winter,no,yes,clear,13.94,15.91,49,19.0012,6.32793678372919,2012,11,13,3,18
summer,no,no,lightRainOrSnow,30.34,34.09,58,7.0015,5.76205138278018,2011,6,19,1,14
fall,no,yes,clear,25.42,31.06,57,0,1.94591014905531,2011,7,1,6,4
summer,yes,no,clear,14.76,18.18,81,6.0032,3.87120101090789,2011,4,15,6,6
fall,no,yes,clear,25.42,30.305,61,8.9981,5.32787616878958,2012,9,12,4,10
spring,no,no,cloudy,17.22,21.21,28,22.0028,4.90527477843843,2011,2,13,1,16
winter,no,yes,clear,22.14,25.76,39,31.0009,5.96100533962327,2012,10,12,6,12
fall,no,yes,cloudy,27.06,30.305,83,12.998,5.17048399503815,2012,7,9,2,10
spring,no,yes,clear,15.58,19.695,40,15.0013,3.52636052461616,2011,2,16,4,23
winter,no,yes,clear,22.96,26.515,49,6.0032,5.4249500174814,2011,10,6,5,12
summer,no,yes,clear,22.96,26.515,35,15.0013,5.45958551414416,2012,5,11,6,22
winter,no,no,cloudy,17.22,21.21,82,8.9981,3.95124371858143,2012,12,2,1,23
winter,no,yes,clear,9.02,11.365,55,12.998,1.09861228866811,2012,12,6,5,3
fall,no,yes,clear,22.14,25.76,68,7.0015,4.70048036579242,2012,9,11,3,23
spring,no,yes,cloudy,8.2,9.85,34,16.9979,5.11799381241676,2011,2,9,4,17
summer,no,yes,clear,25.42,28.79,83,22.0028,5.30826769740121,2011,6,16,5,20
winter,no,yes,clear,17.22,21.21,58,6.0032,5.74939298590825,2011,11,1,3,19
winter,no,no,clear,14.76,17.425,62,8.9981,5.55295958492162,2012,12,15,7,19
winter,no,yes,cloudy,14.76,17.425,66,15.0013,2.56494935746154,2012,11,19,2,4
spring,no,yes,clear,8.2,9.85,64,16.9979,6.18414889093748,2012,2,9,5,8
summer,no,no,clear,15.58,19.695,46,0,2.56494935746154,2012,4,8,1,5
winter,no,no,clear,13.94,16.665,66,8.9981,3.17805383034795,2011,11,13,1,6
fall,no,yes,clear,30.34,34.85,66,0,5.97380961186926,2011,8,9,3,8
fall,no,yes,lightRainOrSnow,26.24,28.03,94,19.0012,5.05624580534831,2011,9,8,5,16
winter,no,yes,clear,13.94,15.91,46,15.0013,6.45990445437753,2012,11,5,2,17
spring,no,no,clear,5.74,10.605,63,0,2.39789527279837,2011,1,15,7,7
summer,no,no,clear,22.96,26.515,88,0,4.47733681447821,2012,5,5,7,7
winter,no,no,clear,17.22,21.21,62,12.998,5.6937321388027,2011,12,4,1,15
spring,no,yes,clear,28.7,31.82,24,0,5.64897423816121,2012,3,14,4,15
winter,no,yes,lightRainOrSnow,14.76,17.425,81,15.0013,5.18178355029209,2011,11,10,5,17
summer,no,yes,clear,25.42,31.06,41,32.9975,5.6021188208797,2012,6,4,2,14
spring,no,yes,cloudy,16.4,20.455,76,15.0013,4.61512051684126,2011,3,16,4,14
winter,no,no,cloudy,10.66,12.88,70,11.0014,4.20469261939097,2011,12,10,7,1
winter,no,yes,clear,23.78,27.275,49,12.998,5.78074351579233,2011,10,6,5,16
summer,no,yes,clear,27.06,31.06,39,15.0013,3.46573590279973,2011,6,2,5,5
fall,no,yes,clear,22.96,26.515,88,0,2.19722457733622,2011,9,13,3,4
spring,no,yes,cloudy,13.12,15.91,93,0,5.53733426701854,2011,3,16,4,8
spring,no,no,clear,12.3,14.395,56,15.0013,5.6937321388027,2012,2,5,1,16
spring,no,yes,clear,5.74,6.06,46,22.0028,3.43398720448515,2011,1,13,5,22
spring,no,yes,clear,27.06,31.06,27,15.0013,5.54126354515843,2012,3,14,4,13
spring,no,yes,lightRainOrSnow,5.74,10.605,93,0,1.38629436111989,2011,2,1,3,5
fall,no,yes,clear,20.5,24.24,59,11.0014,5.85793315448346,2012,9,19,4,21
winter,no,no,cloudy,14.76,17.425,62,12.998,4.69134788222914,2011,11,19,7,21
fall,no,yes,clear,32.8,34.85,29,19.9995,5.18738580584075,2011,8,11,5,15
summer,no,yes,clear,25.42,30.305,21,11.0014,6.18620862390049,2012,4,3,3,16
fall,no,yes,clear,36.08,40.91,42,7.0015,5.36129216570943,2012,7,16,2,14
spring,no,no,clear,4.92,9.85,80,0,2.39789527279837,2011,2,12,7,3
fall,no,no,clear,33.62,37.88,46,16.9979,6.04500531403601,2012,8,5,1,16
fall,no,no,clear,26.24,29.545,78,0,5.17048399503815,2011,9,10,7,22
winter,no,yes,clear,22.14,25.76,49,0,5.28826703069454,2011,10,7,6,20
fall,no,yes,clear,35.26,37.88,36,16.9979,6.69826805411541,2012,8,9,5,17
winter,no,yes,clear,14.76,18.18,81,6.0032,5.97380961186926,2012,10,12,6,7
spring,no,yes,lightRainOrSnow,17.22,21.21,0,15.0013,2.56494935746154,2011,3,10,5,13
fall,no,yes,clear,28.7,32.575,61,12.998,4.11087386417331,2012,8,15,4,0
spring,no,yes,clear,16.4,20.455,50,11.0014,0.693147180559945,2012,2,1,4,4
summer,no,yes,clear,23.78,27.275,60,8.9981,6.01859321449623,2011,5,19,5,19
summer,no,yes,cloudy,24.6,28.03,83,0,6.12029741895095,2011,6,17,6,8
spring,no,yes,clear,4.1,5.305,46,16.9979,3.52636052461616,2012,1,3,3,22
spring,no,yes,cloudy,12.3,15.91,70,6.0032,6.21260609575152,2012,2,16,5,8
fall,no,no,clear,27.88,31.82,61,15.0013,5.12989871492307,2011,7,16,7,23
summer,no,yes,clear,22.96,26.515,83,7.0015,2.77258872223978,2012,6,15,6,2
spring,no,no,clear,9.84,11.365,44,16.9979,4.54329478227,2011,1,16,1,11
summer,no,no,clear,25.42,31.06,43,11.0014,5.50938833662798,2012,6,3,1,21
summer,no,yes,cloudy,24.6,28.79,78,23.9994,5.23110861685459,2011,5,3,3,9
spring,no,yes,cloudy,9.02,13.635,87,0,4.43081679884331,2011,1,18,3,20
summer,no,yes,clear,18.04,21.97,82,8.9981,4.79579054559674,2011,5,6,6,23
summer,no,no,clear,18.04,21.97,24,15.0013,4.17438726989564,2012,4,8,1,1
winter,no,no,cloudy,10.66,12.12,56,19.0012,2.89037175789616,2011,12,17,7,6
summer,no,yes,clear,22.14,25.76,56,19.9995,4.7361984483945,2011,6,14,3,6
fall,no,no,cloudy,29.52,34.85,74,19.0012,5.04985600724954,2011,9,4,1,22
fall,no,no,clear,28.7,32.575,51,11.0014,5.79605775076537,2012,8,12,1,10
summer,no,no,clear,22.96,26.515,60,16.9979,5.80814248998044,2012,6,2,7,9
spring,no,no,clear,12.3,13.635,56,22.0028,3.63758615972639,2011,3,13,1,22
spring,no,no,clear,16.4,20.455,35,23.9994,3.43398720448515,2011,2,13,1,23
summer,no,no,clear,27.06,30.305,78,15.0013,4.78749174278205,2011,6,12,1,0
summer,no,yes,clear,27.06,31.06,74,8.9981,6.48004456192665,2012,6,11,2,8
winter,no,yes,clear,13.94,16.665,31,8.9981,5.04342511691925,2011,11,18,6,14
summer,no,yes,clear,31.16,34.09,45,11.0014,5.87493073085203,2011,6,17,6,16
spring,no,no,cloudy,17.22,21.21,77,23.9994,3.97029191355212,2011,3,6,1,0
summer,no,yes,clear,21.32,25,68,0,3.3322045101752,2012,6,6,4,1
fall,no,yes,clear,23.78,27.275,73,7.0015,5.14166355650266,2012,9,13,5,23
summer,no,yes,clear,18.04,21.97,94,0,2.19722457733622,2011,5,9,2,2
fall,no,no,clear,29.52,34.09,70,11.0014,5.82894561761021,2011,9,3,7,18
spring,no,yes,clear,16.4,20.455,43,23.9994,5.32787616878958,2012,2,17,6,13
fall,no,no,clear,28.7,32.575,65,16.9979,5.76519110278484,2011,9,10,7,10
spring,no,yes,clear,18.86,22.725,23,32.9975,5.30826769740121,2011,3,2,4,18
fall,no,yes,clear,25.42,31.06,53,8.9981,1.79175946922805,2011,8,12,6,4
